Path object_type object_name object_size parant_directory
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\config\_validate_pyproject" Directory __pycache__ 94381 _validate_pyproject
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__" File __init__.cpython-310.pyc 1539 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\config\__pycache__" File __init__.cpython-310.pyc 1464 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\extern" Directory __pycache__ 3038 extern
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\extern\__pycache__" File __init__.cpython-310.pyc 3038 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_distutils" Directory __pycache__ 280186 _distutils
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_distutils\command" Directory __pycache__ 141067 command
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__" File __init__.cpython-310.pyc 537 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_distutils\__pycache__" File __init__.cpython-310.pyc 579 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor" Directory __pycache__ 93401 _vendor
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata" Directory __pycache__ 54331 importlib_metadata
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__" File __init__.cpython-310.pyc 37440 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\importlib_resources" Directory __pycache__ 34982 importlib_resources
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\__pycache__" File __init__.cpython-310.pyc 662 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\jaraco" Directory __pycache__ 22192 jaraco
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\jaraco\text" Directory __pycache__ 19674 text
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\jaraco\text\__pycache__" File __init__.cpython-310.pyc 19674 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\jaraco\__pycache__" File __init__.cpython-310.pyc 214 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\more_itertools" Directory __pycache__ 128285 more_itertools
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\more_itertools\__pycache__" File __init__.cpython-310.pyc 288 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\packaging" Directory __pycache__ 79408 packaging
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__" File __init__.cpython-310.pyc 470 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\pyparsing" Directory __pycache__ 301007 pyparsing
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\pyparsing\diagram" Directory __pycache__ 16581 diagram
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\pyparsing\diagram\__pycache__" File __init__.cpython-310.pyc 16581 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__" File __init__.cpython-310.pyc 7141 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\tomli" Directory __pycache__ 20746 tomli
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\tomli\__pycache__" File __init__.cpython-310.pyc 379 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\_vendor\__pycache__" File __init__.cpython-310.pyc 207 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools\__pycache__" File __init__.cpython-310.pyc 9521 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\setuptools-65.5.0.dist-info" File WHEEL 92 setuptools-65.5.0.dist-info
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug" Directory __pycache__ 307459 werkzeug
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug\datastructures" Directory __pycache__ 118661 datastructures
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug\datastructures\__pycache__" File __init__.cpython-310.pyc 1577 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug\debug" Directory __pycache__ 43643 debug
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug\debug\shared" File style.css 6078 shared
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug\debug\__pycache__" File __init__.cpython-310.pyc 14387 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug\middleware" Directory __pycache__ 43470 middleware
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug\middleware\__pycache__" File __init__.cpython-310.pyc 208 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug\routing" Directory __pycache__ 84208 routing
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug\routing\__pycache__" File __init__.cpython-310.pyc 4646 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug\sansio" Directory __pycache__ 62018 sansio
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug\sansio\__pycache__" File __init__.cpython-310.pyc 204 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug\wrappers" Directory __pycache__ 50568 wrappers
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug\wrappers\__pycache__" File __init__.cpython-310.pyc 323 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\werkzeug\__pycache__" File __init__.cpython-310.pyc 371 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\Werkzeug-2.3.6.dist-info" File WHEEL 92 Werkzeug-2.3.6.dist-info
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\_distutils_hack" Directory __pycache__ 7857 _distutils_hack
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Lib\site-packages\_distutils_hack\__pycache__" File __init__.cpython-310.pyc 7602 __pycache__
"D:\Рабочий стол\Обучение GB\Python-fin\venv\Scripts" File pythonw.exe 257304 Scripts
